angle, time_diff, t, z, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
90.0, 900.0, 0.0, 0.0, 15.384787559509277, 3.6509575843811035, 0.0, 1.049793033786834E-6, 6.28E15, 0.4772129549087957, 0.1003190526092572, -0.017109351818909116, 0.6978848670957184, -0.43874937835461736, 1.7877015285861608, 352.9215350355194, 1.6969325183810817E-5, 146.5066210196693, 8.776472099442486E-6, 1.5294337934055246E-4, 2.700288516688968E-5, 40.77052181462817, 0.6028902323080487, -0.009822524127634782, -49.9868, 150.5252, 10491
90.0, 900.0, 1.0, -0.009976321631173079, 16.634052069809737, 3.654821260939263, 3.637085254586744E-4, 1.049793033786834E-6, 5.716690733434826E15, 0.4772129549087957, 0.1003190526092572, -0.017109351818909116, 0.6978848670957184, -0.43874937835461736, 1.7877015285861608, 381.9830284763506, 1.6515264886915557E-5, 146.49563848312778, 8.776479114439285E-6, 1.5294332711276182E-4, 2.7257141462288068E-5, 40.76864713962075, 0.6007463859644533, -0.009823378251832526, -49.9867, 150.5258, 10491
90.0, 900.0, 1.0564406686968904, -0.010539697075595083, 16.701775804092794, 3.6550392076644402, 3.8446172329713947E-4, 1.0681509877508926E-6, 5.716690733434826E15, 0.48134781673427873, 0.10088510641514536, -0.01683701038023748, 0.6978924669064028, -0.8399627460618486, 2.2200505310356364, 383.56110224689854, 1.6492577391373717E-5, 146.49500407652698, 9.245005401962164E-6, 1.583391933624353E-4, 2.7271491987082154E-5, 40.768541336216146, 0.6006253958291401, -0.009823389530121492, -49.9867, 150.5259, 10491
90.0, 900.0, 1.1160668864767327, -0.0111348900331424, 16.773024882908647, 3.6552694413324955, 4.0641241691577576E-4, 1.0691298919620149E-6, 5.716684876885655E15, 0.4815662901053684, 0.10091539991714031, -0.016822276438415024, 0.6981832981901731, -1.0051473676946014, 2.3871912809839966, 385.22162177808354, 1.6468904995384796E-5, 146.4943568919997, 9.270447432786572E-6, 1.5862954543647444E-4, 2.728665247374807E-5, 40.76842956145971, 0.6004975775215176, -0.009823438405694431, -49.9867, 150.5259, 10491
90.0, 900.0, 1.1790584478599357, -0.011763698558976417, 16.847968013367474, 3.655512653791278, 4.296312363489022E-4, 1.0701580002003473E-6, 5.716678689986731E15, 0.4817955278484096, 0.10094722713767826, -0.016806779111483566, 0.6814401826155059, 0.8055060490319708, 0.5786234053650332, 386.96856701759094, 1.6444218449703775E-5, 146.49365138191527, 9.297216789033178E-6, 1.5893476903600855E-4, 2.7302668637932623E-5, 40.768311478354704, 0.600362545723351, -0.009823490042263017, -49.9867, 150.5259, 10491
90.0, 900.0, 1.2456052950898682, -0.012428022436064584, 16.926780558342312, 3.655769575747704, 4.541931521318896E-4, 1.0712374611901888E-6, 5.716672154115829E15, 0.4820359767655802, 0.10098065610488768, -0.01679048263138469, 0.6930648241947933, 0.14481930777075816, 1.241533925144436, 388.8060790116285, 1.6418490978473726E-5, 146.49292908055196, 9.32538046673305E-6, 1.592555635555546E-4, 2.7319588776157417E-5, 40.76818673088797, 0.600219893377087, -0.009823544595147672, -49.9867, 150.526, 10491
90.0, 900.0, 1.3159080908771277, -0.013129868946139288, 17.009644673054822, 3.6560409789391177, 4.801777615306094E-4, 1.072370531250091E-6, 5.716665249602334E15, 0.48228810412355977, 0.10101575831728256, -0.0167733492418269, 0.6888686295712911, 0.4849934475374988, 0.9037312961045891, 390.7384637379502, 1.639169507948366E-5, 146.4921660118755, 9.355003965654713E-6, 1.5959263754544015E-4, 2.7337463910431953E-5, 40.76805494295634, 0.600069190459037, -0.009823602229960739, -49.9867, 150.526, 10491
90.0, 900.0, 1.390178823469881, -0.013871358963223276, 17.09674943401008, 3.6563276784246765, 5.076695955046691E-4, 1.073559500940072E-6, 5.716657955668369E15, 0.4825523810082994, 0.10105260648, -0.016755340274309097, 0.6950798876228707, -0.19210497184901926, 1.5833590042412748, 392.7701958242495, 1.6363804228584806E-5, 146.49133807736717, 9.38615458803616E-6, 1.5994671484848016E-4, 2.735634794328929E-5, 40.767915717233755, 0.599909982684808, -0.009823663120559142, -49.9867, 150.526, 10491
90.0, 900.0, 1.4686414458747774, -0.014654733396412612, 17.188290959481463, 3.656630535003255, 5.367584490758334E-4, 1.0748067274326208E-6, 5.716650250366654E15, 0.4828292892276522, 0.10109127551407783, -0.016736415627948753, 0.6969755276202252, -0.7131871150215195, 2.1071389077738534, 394.90592213889516, 1.6334794335072954E-5, 146.49048644147624, 9.41890759371517E-6, 1.6031857250582997E-4, 2.737629781846994E-5, 40.7677686339737, 0.5997417901408886, -0.009823727450667268, -49.9867, 150.5261, 10491
90.0, 900.0, 1.5515325511559177, -0.015482360002584602, 17.28447252077945, 3.656950457764683, 5.675397354372988E-4, 1.0761146614920896E-6, 5.71664211051488E15, 0.48311932695250975, 0.10113184340047261, -0.016716533324488428, 0.6955935809170231, -0.3646802892915273, 1.7615097470463654, 397.1504652421715, 1.630464068594893E-5, 146.48956494119165, 9.453334839015997E-6, 1.6070898447001622E-4, 2.7397373695480507E-5, 40.76761324974436, 0.599564105839312, -0.009823795415530169, -49.9867, 150.5261, 10491
90.0, 900.0, 1.6391020858481498, -0.016356740580049225, 17.38550464358493, 3.657288406781483, 6.001148674570345E-4, 1.077485775152409E-6, 5.716633511626434E15, 0.48342299231325914, 0.10117438894382648, -0.01669565057041622, 0.6937437637328169, -0.058831112696995175, 1.458730186256096, 399.50882668773795, 1.627332185833579E-5, 146.48861445830914, 9.489516901025553E-6, 1.611187747454656E-4, 2.7419639127624112E-5, 40.76744909609247, 0.5993763941911752, -0.009823867219957831, -49.9867, 150.5262, 10491
90.0, 900.0, 1.731614103635887, -0.017280518580493252, 17.491605198689022, 3.657645395948633, 6.345916679596525E-4, 1.0789226416118865E-6, 5.716624427837258E15, 0.4837408007447501, 0.10121899425626414, -0.01667372250471387, 0.669507409924529, 0.9823071163490152, 0.4208663891816905, 401.9861901659454, 1.6240816195780816E-5, 146.48758853229617, 9.527531301047935E-6, 1.6154876739834031E-4, 2.7443161257252964E-5, 40.767275678131774, 0.5991780893937944, -0.00982394308186559, -49.9867, 150.5262, 10491
