angle, time_diff, t, z, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, CCS_cal, V_inter, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
45.0, 900.0, 9.498380627208013, -0.09779869109727829, 24.83197363037298, 3.6845496690874233, 0.003745130046131299, 1.9350920413999327E-6, 7.009272239057934E14, 0.6187672217409068, 0.12642072873722007, 0.001494511111681751, 0.6842017223891708, -0.020660314479799474, 1.9724849655210328, 574.8777786505851, 562.2645986168473, 278205.6720512801, 1.8811998134429943E-5, 146.54029852341537, 5.5033332398271884E-5, 5.198548016533195E-4, 2.9333051056643263E-5, 40.753482821369516, 0.5836864588981849, -0.00983040375701414, -49.9867, 150.5304, 10491
45.0, 900.0, 10.034475581345221, -0.10334842523523546, 25.260061612691867, 3.686602099877407, 0.003977131183508906, 1.937785538480368E-6, 7.016894092297965E14, 0.6190701519730888, 0.12649114180504073, 0.0015616397307376129, 0.6869999220197854, -0.30081109806462614, 2.2600747598243798, 585.1140674008825, 572.0504535413585, 283130.5158975637, 1.848288980432813E-5, 146.53440571579523, 5.526348563985296E-5, 5.213029128287973E-4, 2.9469367224583484E-5, 40.752478179663974, 0.5825381925843742, -0.009830844680693318, -49.9867, 150.5307, 10491
45.0, 900.0, 10.600828093178963, -0.10921250227764315, 25.704567946178425, 3.6887691307621213, 0.004224644184559844, 1.9405675485141966E-6, 7.024845646452449E14, 0.6193824660163024, 0.12656380946434823, 0.0016310130597288475, 0.687059666349134, -0.3271660362073162, 2.2940617898510993, 595.7604258045441, 582.2205514809118, 288253.15978693543, 1.815259487425493E-5, 146.52816220893095, 5.5501867025708E-5, 5.228006983561137E-4, 2.961337795226818E-5, 40.75141685899759, 0.5813251695459583, -0.009831310656754183, -49.9867, 150.5311, 10491
45.0, 900.0, 11.199145919498765, -0.1154087729484624, 26.165961219142567, 3.6910570883107345, 0.004488829420477381, 1.9434397345347055E-6, 7.033139573224711E14, 0.6197042963518534, 0.12663876943792826, 0.0017026761796506695, 0.6843793737938907, -0.07656200798365807, 2.0512784639966686, 606.8303921311423, 592.7869351587848, 293580.26107271324, 1.782144828526762E-5, 146.52157124161448, 5.574869636731008E-5, 5.243492908290175E-4, 2.976551761528809E-5, 40.750295663120596, 0.5800437408917887, -0.009831803117680544, -49.9867, 150.5314, 10491
45.0, 900.0, 11.831233204029326, -0.1219561059047052, 26.644718390229812, 3.6934726401688387, 0.004770946584104342, 1.946403709555585E-6, 7.041789033254894E14, 0.6200357669612397, 0.12671605782650727, 0.0017766731069899788, 0.6810796277070421, 0.1622204099065005, 1.8204997225930446, 618.3379312752371, 603.7619859008532, 299118.70674677833, 1.748978136635774E-5, 146.51461320308331, 5.600418299762521E-5, 5.259497776778428E-4, 2.992624511774147E-5, 40.74911121570364, 0.5786900524792538, -0.009832323580159306, -49.9867, 150.5318, 10491
45.0, 900.0, 12.498995917573593, -0.1288744461955706, 27.141325075499342, 3.696022812526651, 0.005072364359206791, 1.949461186348521E-6, 7.050807702951221E14, 0.6203770100044151, 0.1267957130052898, 0.0018530505365030037, 0.684152329374674, -0.08985912454314114, 2.0807594303286345, 630.2974608528829, 615.1584444016974, 304875.62917064986, 1.715792090917805E-5, 146.50726737573922, 5.6268549026525974E-5, 5.276033125753367E-4, 3.0096045273140862E-5, 40.74785995021091, 0.5772600334096349, -0.009832873648585714, -49.9867, 150.5321, 10491
45.0, 900.0, 13.204447605201148, -0.1361848770833373, 27.65627586292018, 3.6987150083791183, 0.005394571130003663, 1.9526138242148083E-6, 7.060209803127759E14, 0.6207281485803473, 0.12687777161594557, 0.0019318540213590363, 0.6839825217322666, -0.09209203380685559, 2.09134119143617, 642.7238795137323, 626.9894333675442, 310858.4232212235, 1.6826187325054E-5, 146.49949007688426, 5.654200585145028E-5, 5.293110025401037E-4, 3.0275430273866457E-5, 40.746538099206056, 0.5757493838835686, -0.009833455020681845, -49.9867, 150.5325, 10491
45.0, 900.0, 13.949715457811752, -0.14390968545925487, 28.190074653871985, 3.7015570266022864, 0.00573918685738767, 1.9558632992588314E-6, 7.070010129524752E14, 0.6210893045127714, 0.12696227038967084, 0.002013129730962737, 0.6802644640124523, 0.18055379556763293, 1.827203837289284, 655.632597583872, 639.2684821281855, 317074.76494162227, 1.6494894878530627E-5, 146.49127998254565, 5.6824791698161344E-5, 5.310740381245438E-4, 3.046494123429282E-5, 40.74514168305911, 0.5741535623808902, -0.009834069492722409, -49.9867, 150.533, 10491
45.0, 900.0, 14.737046726381994, -0.15207243115131844, 28.743235031092688, 3.7045570818696794, 0.006107976248775943, 1.959211338478301E-6, 7.08022408528849E14, 0.6214606020296614, 0.12704924702038947, 0.0020969253093732765, 0.6782328285435472, 0.2952689311822792, 1.7211465048176489, 669.0395701603446, 652.0095533141804, 323532.63179397513, 1.616434902656596E-5, 146.48261266569804, 5.711714357528466E-5, 5.328936208565408E-4, 3.066514982421683E-5, 40.74366649802156, 0.5724677721289635, -0.00983471896655709, -49.9867, 150.5334, 10491
45.0, 900.0, 15.568815498236312, -0.16069802018784182, 29.31628065239132, 3.707723825431598, 0.00650286338192844, 1.9626596723887035E-6, 7.090867715489074E14, 0.6218421623861756, 0.12713873891918695, 0.0021832886961379028, 0.684494502690282, -0.18609387509671596, 2.2113046867842305, 682.9613327851857, 665.2270717007633, 330240.3246181947, 1.583484586944259E-5, 146.47346232064376, 5.7419303747522076E-5, 5.347709685997972E-4, 3.087665999798783E-5, 40.74210810363458, 0.5706869468200009, -0.00983540545484238, -49.9867, 150.5339, 10491
45.0, 900.0, 16.44752985577528, -0.16981278239195613, 29.909745669342666, 3.7110663667791837, 0.00692594794934757, 1.9662101044173655E-6, 7.101957743755996E14, 0.6222341114327282, 0.12723078500161886, 0.0022722698698503796, 0.6784626844612419, 0.2585694719633663, 1.7755611518751397, 697.4150398347759, 678.9359553259465, 337206.49140902737, 1.5506670715975893E-5, 146.46377989470153, 5.77315153443687E-5, 5.367073228296732E-4, 3.110010981629655E-5, 40.74046180943242, 0.5688057355356424, -0.009836131088119154, -49.9867, 150.5344, 10491
45.0, 900.0, 17.375839439247304, -0.17944455343630694, 30.524175170100634, 3.7145942962137997, 0.007379523315734779, 1.9698644068777542E-6, 7.11351161111319E14, 0.6226365679968593, 0.1273254229745649, 0.0023639182481061394, 0.6833855576048582, -0.12013617768999381, 2.163296169011362, 712.4185057694062, 693.1516489973915, 344440.1530328777, 1.5180098747352926E-5, 146.45355838050745, 5.805404544287402E-5, 5.3870398566911E-4, 3.133617337480194E-5, 40.73872266090351, 0.5668184868375037, -0.009836898121598752, -49.9867, 150.5349, 10491
45.0, 900.0, 18.35654343636822, -0.1896227618453684, 31.160125645409593, 3.7183177083406553, 0.007866096608442372, 1.9736244382479905E-6, 7.125547517097166E14, 0.6230496567119206, 0.1274226923620135, 0.0024582856325945923, 0.685006114247968, -0.29011970858306324, 2.3424021892825375, 727.9902493982103, 707.8901603107031, 351950.7310162033, 1.4855392312758916E-5, 146.44274556450142, 5.83871529559113E-5, 5.407622603160242E-4, 3.158556283963581E-5, 40.73688542466709, 0.5647192319769907, -0.00983770894385136, -49.9867, 150.5355, 10491
45.0, 900.0, 19.392599022880354, -0.20037852097387, 31.81816547685663, 3.7222472265037223, 0.008388411079321102, 1.977492114807735E-6, 7.138084463243988E14, 0.6234735047133406, 0.12752263374917364, 0.0025554255075886656, 0.6759795973935608, 0.36395555778351696, 1.697524365745593, 744.1495413260201, 723.168098310894, 359748.0775487114, 1.4532802821954566E-5, 146.4313528796267, 5.87311402505181E-5, 5.428835925571289E-4, 3.184903059821127E-5, 40.73494457282248, 0.562501667177238, -0.009838566083460593, -49.9867, 150.5361, 10491
45.0, 900.0, 20.487130279502384, -0.21174472653909696, 32.49887544639202, 3.7263940281767503, 0.008949471020340143, 1.9814693892861098E-6, 7.151142299032992E14, 0.6239082391413444, 0.1276252882116115, 0.002655392511817456, 0.6757830803846224, 0.3647507649526412, 1.7059814910326754, 760.9164547612625, 739.0027149388603, 367842.5078572189, 1.421256629063479E-5, 146.41928101140678, 5.908626495369844E-5, 5.45069309055632E-4, 3.2127371535044245E-5, 40.73289426642534, 0.5601591349371664, -0.009839472219452985, -49.9867, 150.5367, 10491
45.0, 900.0, 21.643437612157808, -0.2237561596450978, 33.20284926614827, 3.7307698713225994, 0.00955256953171347, 1.98555828704016E-6, 7.164741770377206E14, 0.6243539909398113, 0.1277306982299252, 0.00275824335565783, 0.6787761576132247, 0.17793796564879658, 1.9020795285911927, 778.3119198777183, 755.411949415777, 376244.83511993196, 1.3894908448986488E-5, 146.40655944278743, 5.9452863011964124E-5, 5.473209837884048E-4, 3.242142542993134E-5, 40.73072833804288, 0.5576846043044736, -0.009840430187597818, -49.9867, 150.5374, 10491
45.0, 900.0, 22.86500770388742, -0.23644959625773193, 33.93069412760891, 3.7353871217301045, 0.010201319505513376, 1.9897608791818136E-6, 7.178904570752646E14, 0.6248108917421936, 0.12783890697463654, 0.002864036154772154, 0.6837961522140127, -0.236108444396167, 2.3254200051428153, 796.3577819377756, 772.4144757303342, 384966.40810611914, 1.3580038997248136E-5, 146.3931067091704, 5.983122675358764E-5, 5.496400777660061E-4, 3.273207949797009E-5, 40.72844027333687, 0.5550706500625893, -0.009841442994173277, -49.9867, 150.5381, 10491
45.0, 900.0, 24.155524028454376, -0.2498639227882861, 34.68303126921453, 3.7402587813343238, 0.01089968820596593, 1.994079343571754E-6, 7.193653395060328E14, 0.6252790803134516, 0.12794995985364052, 0.002972831975227491, 0.6843592494349966, -0.3090709581605349, 2.4076592658945986, 815.0768634007271, 790.0297534066698, 394019.1517427804, 1.3268154954584407E-5, 146.37888277880035, 6.022168712368665E-5, 5.520281943017187E-4, 3.3060271071269325E-5, 40.72602319162202, 0.5523094307735334, -0.009842513822436451, -49.9867, 150.5388, 10491
45.0, 900.0, 25.51887795734414, -0.26404025875797255, 35.460496561543394, 3.7453985175221414, 0.011652035899116087, 1.99851592000283E-6, 7.209011996316516E14, 0.6257586974518093, 0.12806390333114187, 0.003084693717215925, 0.6791559294691525, 0.11593248052044468, 1.991886822091839, 834.4930302566115, 808.2780817446516, 403415.61082801264, 1.2959440085743525E-5, 146.36386713636296, 6.062459956337617E-5, 5.544870246708393E-4, 3.3406990431132824E-5, 40.723469825342576, 0.5493926656150627, -0.009843646046288531, -49.9866, 150.5396, 10491
45.0, 900.0, 26.95918049365098, -0.27902208674534495, 36.26374110926587, 3.750820693420914, 0.01246315903647201, 2.0030729464393855E-6, 7.225005245267676E14, 0.6262498896909829, 0.12818078583214115, 0.0031996870397528743, 0.6766267032852925, 0.2681778943297191, 1.8487959003009642, 854.6312628440827, 827.1806577387815, 413168.9971304499, 1.2654063938142339E-5, 146.3480150970509, 6.104032551184816E-5, 5.570183055380476E-4, 3.377328380039707E-5, 40.72077249840865, 0.5463116099485377, -0.009844843241799388, -49.9866, 150.5404, 10491
45.0, 900.0, 28.4807746682328, -0.29485539000599453, 37.093431869143046, 3.756540399163024, 0.013338338557049703, 2.007752886765843E-6, 7.241659193027198E14, 0.6267528120151333, 0.12830065842120958, 0.003317881075579593, 0.6790448140370018, 0.10373465100772192, 2.0222840036154115, 875.517731429728, 846.7596378974021, 423293.24013549066, 1.2352181971125798E-5, 146.3312576829402, 6.146923510173869E-5, 5.596238350924688E-4, 3.416025650941949E-5, 40.717923103329206, 0.5430570295494115, -0.009846109199171749, -49.9866, 150.5413, 10491
45.0, 900.0, 30.088248635513313, -0.31158879826092767, 37.950252283419005, 3.7625734841138945, 0.014283393955353822, 2.012558287693754E-6, 7.25900113683064E14, 0.6272676229317418, 0.1284235736633228, 0.003439347358547007, 0.6797037343143919, 0.042186776885476944, 2.0927314016690857, 897.1798768461252, 867.0382042000108, 433803.0417221404, 1.2053936745817935E-5, 146.31354503005608, 6.191172632224836E-5, 5.62305514991392E-4, 3.456907633545407E-5, 40.7149130770771, 0.5396191734304385, -0.009847447936290414, -49.9866, 150.5422, 10491
45.0, 900.0, 31.78644950841998, -0.32927374231554657, 38.83490292804108, 3.7689365900451572, 0.015304743844455229, 2.017491791256101E-6, 7.27705968900519E14, 0.6277944855480844, 0.12854958591144547, 0.003564160152621676, 0.676167887874154, 0.2667654647834731, 1.8768685509255902, 919.6464965066577, 888.04063444728, 444713.9350793015, 1.1759458176164484E-5, 146.29484622546582, 6.236822712073746E-5, 5.650653595297749E-4, 3.500097703632892E-5, 40.71173337561611, 0.5359877451828523, -0.009848863713921012, -49.9866, 150.5431, 10491
45.0, 900.0, 33.580497974175145, -0.3479646180350995, 39.74810217523137, 3.775647185228268, 0.016409473843540356, 2.022556204016992E-6, 7.295864847754782E14, 0.6283335746416367, 0.12867875303570203, 0.0036923982194924654, 0.683346575047839, -0.28852418794031526, 2.440649382211774, 942.9478361366594, 909.7923772758068, 456042.34819738247, 1.1468862367011775E-5, 146.27508384625662, 6.283916796512344E-5, 5.679054381634148E-4, 3.5457262079730974E-5, 40.70837444701792, 0.5321518727582721, -0.009850361051183767, -49.9866, 150.5442, 10491
45.0, 900.0, 35.475803735012164, -0.367718959970551, 40.690586870023864, 3.7827235994168937, 0.017605412727674782, 2.02775444777695E-6, 7.315448076730585E14, 0.6288850710223469, 0.12881113511968004, 0.0038241435911764154, 0.6777495374555966, 0.15296504148216916, 2.007382897428237, 967.1156875827672, 932.3201321275834, 467805.67230031465, 1.1182253983844135E-5, 146.25422085844409, 6.332502408143782E-5, 5.708279805630842E-4, 3.593930858797891E-5, 40.70482620309261, 0.5281000766096184, -0.009851944741014237, -49.9866, 150.5452, 10491
45.0, 900.0, 37.47808182037589, -0.3885976257278589, 41.66311302047444, 3.790185059678884, 0.018901217903197737, 2.0330895824560326E-6, 7.33584238116984E14, 0.6294491636049913, 0.128946795000154, 0.003959482168114897, 0.6828964730714671, -0.26827110555699857, 2.436526739839492, 992.1834930853705, 955.6519344826941, 480022.3356146363, 1.089972468851156E-5, 146.23217338402978, 6.38262719347537E-5, 5.738352600942781E-4, 3.6448571503014625E-5, 40.70107798945199, 0.5238202361058644, -0.009853619869312005, -49.9866, 150.5464, 10490
45.0, 900.0, 39.593369819794674, -0.4106649912603883, 42.66645650134229, 3.7980517270305683, 0.020306471424453975, 2.0385648147663953E-6, 7.35708239089716E14, 0.6300260499250817, 0.12908579843925364, 0.004098503959827193, 0.6747566263987949, 0.3216912717550626, 1.8541075031711862, 1018.1864564226909, 979.8172466826752, 492711.88290640817, 1.0621355103849017E-5, 146.2088758041868, 6.434342570700992E-5, 5.769296994285024E-4, 3.698658798892132E-5, 40.69711855392149, 0.5192995541312109, -0.009855391832440356, -49.9866, 150.5476, 10490
45.0, 900.0, 41.82804608838716, -0.4339891582704484, 43.701413771132856, 3.8063447338174843, 0.02183178792647079, 2.044183535147232E-6, 7.379204447004442E14, 0.630615939583483, 0.129228215008403, 0.004241304045844746, 0.6825570179638747, -0.25111197869460244, 2.434036944916005, 1045.1616613592628, 1004.8470546913488, 505895.0612535792, 1.0347214808190901E-5, 146.18425879571294, 6.487703015034046E-5, 5.801138610800824E-4, 3.755498208548883E-5, 40.692936013211614, 0.5145245197752595, -0.00985726635859916, -49.9866, 150.5489, 10490
45.0, 900.0, 44.18884897990008, -0.458642174100332, 44.7688026024802, 3.8150862217765624, 0.02348893603521978, 2.049949239353867E-6, 7.402246691893999E14, 0.6312190455476103, 0.12937411604449245, 0.004387980606754965, 0.679359875383467, 0.011775293952032822, 2.177803506134741, 1073.1481978563163, 1030.7739711596564, 519593.9125612546, 1.0077363350787199E-5, 146.1582708667945, 6.542766624270735E-5, 5.833904393141042E-4, 3.81554696198617E-5, 40.68851781775611, 0.509480869017104, -0.009859249529198862, -49.9866, 150.5502, 10490
45.0, 900.0, 46.68289716527154, -0.48470026537404326, 45.86946282593243, 3.8242993807051353, 0.02529097504419395, 2.055865683627073E-6, 7.42624916306149E14, 0.6318355999154232, 0.12952357851953233, 0.004538638894946184, 0.6762869092631205, 0.22046182099773298, 1.9752402242564682, 1102.1872965267644, 1057.6323451810513, 533831.8733703843, 9.811848820434787E-6, 146.1307911511741, 6.599591863662526E-5, 5.867622159153318E-4, 3.878986340523408E-5, 40.68385071461806, 0.5041535433004141, -0.009861347802517633, -49.9865, 150.5516, 10490
45.0, 900.0, 49.31771109798763, -0.5122440854641487, 47.004257087285595, 3.8340084876521687, 0.027252408890851537, 2.061936738123045E-6, 7.451253890651418E14, 0.6324658380310659, 0.12967668126492018, 0.004693387534088739, 0.6778549378585961, 0.11539101027666619, 2.0858424957707338, 1132.3224718430652, 1085.458379144315, 548633.8825569836, 9.550711878876756E-6, 146.10178139383436, 6.658244758953502E-5, 5.902322163805272E-4, 3.946007872654918E-5, 40.67892070836164, 0.4985266458929787, -0.009863568037233919, -49.9865, 150.5531, 10490
45.0, 900.0, 52.101235690958106, -0.541358977986987, 48.17407161868923, 3.844238946536703, 0.029389359744707678, 2.0681664913079287E-6, 7.477304998800212E14, 0.6331100088333532, 0.12983350754373127, 0.004852341203521515, 0.6807574211223365, -0.10598459307621594, 2.3120938071945485, 1163.5996746321287, 1114.2902531111972, 564026.497569421, 9.293982351269722E-6, 146.0711117600857, 6.718790276380859E-5, 5.938035011768971E-4, 4.0168139140532055E-5, 40.673713019780955, 0.4925833959205388, -0.009865917521761936, -49.9865, 150.5547, 10490
45.0, 900.0, 55.04186427329007, -0.5721352558569278, 49.37981702382017, 3.8550173280878544, 0.03171976385430362, 2.074559217836095E-6, 7.504448810761656E14, 0.6337683708998677, 0.12999414416515762, 0.005015619850546493, 0.6788277648430816, 0.04422309143186064, 2.1660394206710993, 1196.0674544175704, 1144.1682571670178, 580038.0199059113, 9.041683775938692E-6, 146.0387344845876, 6.78130197451111E-5, 5.974794237056485E-4, 4.0916182606106206E-5, 40.668212042373, 0.48630607995711506, -0.009868404000117773, -49.9865, 150.5564, 10490
45.0, 900.0, 58.148463899198035, -0.6046684985339419, 50.62242907749041, 3.8663714099899273, 0.03426359267428336, 2.0811194042021037E-6, 7.532733957785781E14, 0.6344411944633007, 0.13015868205244938, 0.005183349376130769, 0.678646231222836, 0.05819679038242453, 2.155427457120016, 1229.777132195967, 1175.1349322132878, 596698.6305935369, 8.793829999771761E-6, 146.00450972059264, 6.845852481642335E-5, 6.012633741603883E-4, 4.17064679591064E-5, 40.662401296435625, 0.4796760010532317, -0.009871035705707343, -49.9865, 150.5582, 10490
45.0, 900.0, 61.430402085365756, -0.6390598671236423, 51.902869540118964, 3.878330217105305, 0.03704310273320942, 2.0878517895989123E-6, 7.56221149169591E14, 0.6351287648907352, 0.13032721718087573, 0.005355662714565862, 0.6783363820547365, 0.08348339938371109, 2.132639619295747, 1264.7829842602239, 1207.2352196924824, 614040.5364942591, 8.550429722774411E-6, 145.9683790853438, 6.91252406313018E-5, 6.051590833106077E-4, 4.254138175696754E-5, 40.656263380665926, 0.47267342507386134, -0.009873821391610528, -49.9865, 150.56, 10490
45.0, 900.0, 64.89757505738264, -0.6754164399917554, 53.22212698755805, 3.890924061637067, 0.040083118176334497, 2.094761270906122E-6, 7.592935001078321E14, 0.6358313722448828, 0.13049984810897183, 0.005532697437224676, 0.6831506697242591, -0.318928165785173, 2.536613608650896, 1301.1424377097223, 1240.5166207563427, 632098.1283330142, 8.311483082362718E-6, 145.93019155401572, 6.981397749586172E-5, 6.091702938847529E-4, 4.342344550910383E-5, 40.64977992112817, 0.46527752421703106, -0.009876770369147787, -49.9865, 150.562, 10490
45.0, 900.0, 68.56043759042794, -0.7138515689180827, 54.58121765681894, 3.904184583082775, 0.04341135052475816, 2.1018530378251473E-6, 7.624960730965754E14, 0.6365493243234132, 0.13067667926737833, 0.005714599247473834, 0.6802829916788694, -0.052612878142424394, 2.270849476937667, 1338.9162783135018, 1275.0293654105008, 650908.1514185349, 8.07698568852083E-6, 145.88985518406415, 7.052563745455367E-5, 6.133010874103704E-4, 4.435532332063179E-5, 40.6429315174547, 0.4574663175756126, -0.009879892543330219, -49.9865, 150.5641, 10490
45.0, 900.0, 72.43003453418311, -0.7544852584527697, 55.98118630829473, 3.9181447878208524, 0.04705876082268466, 2.1091324349334506E-6, 7.658347705858776E14, 0.6372829318493811, 0.1308578174151103, 0.005901518482570395, 0.679859366725142, -0.010738575989427752, 2.2284390680318857, 1378.168871419347, 1310.826592189833, 670509.8901096426, 7.846926667765855E-6, 145.84722818736446, 7.126113838947201E-5, 6.17555633451817E-4, 4.533982996776576E-5, 40.63569768613677, 0.44921660860288704, -0.009883198456654887, -49.9864, 150.5663, 10490
45.0, 900.0, 76.51803411703126, -0.797444569296799, 57.423107105124, 3.9328390881616286, 0.051059970118123126, 2.1166051556293666E-6, 7.693157855888589E14, 0.6380325272327538, 0.1310433763672353, 0.006093615128987789, 0.6790259021889237, 0.0596411250597191, 2.1563595358817356, 1418.9683966282353, 1347.964538940825, 690945.3671689602, 7.621291169871278E-6, 145.8022053981035, 7.202148760415094E-5, 6.219384495489336E-4, 4.637993942992348E-5, 40.62805680075487, 0.44050391933372657, -0.00988669933169062, -49.9864, 150.5686, 10490
45.0, 900.0, 80.83676312996798, -0.8428640477057742, 58.90808451038356, 3.9483033406866546, 0.05545372510627728, 2.124277034907466E-6, 7.729456145880541E14, 0.6387984428027615, 0.1312334717278454, 0.006291053541414071, 0.683357461439438, -0.2938000864381618, 2.5068610043062547, 1461.3870969802417, 1386.502745309423, 712259.5592430255, 7.400058881493606E-6, 145.7546310795702, 7.280771056812838E-5, 6.264541428595325E-4, 4.7478793908626504E-5, 40.61998602899254, 0.4313024212111576, -0.009890407120331065, -49.9864, 150.5711, 10490
45.0, 900.0, 85.3992440963155, -0.8908861825637225, 60.43725420283822, 3.9645748836925936, 0.060283426765086884, 2.132154253894885E-6, 7.767310707029984E14, 0.6395810304154353, 0.13142822585446212, 0.006494007740865504, 0.6762158708168994, 0.2720667638430981, 1.936739410548131, 1505.501543424628, 1426.5042675554773, 734500.629813346, 7.183206493726508E-6, 145.70438529810014, 7.362092718317781E-5, 6.311076795565596E-4, 4.86397133558229E-5, 40.6114612662696, 0.42158486236056314, -0.009894334553827561, -49.9864, 150.5737, 10490
45.0, 900.0, 90.21923453932051, -0.9416618924071443, 62.011784012012704, 3.981692573550104, 0.06559773097629015, 2.1402431661346956E-6, 7.806792970851116E14, 0.6403806431378207, 0.1316277634308865, 0.006702656986614264, 0.6822002745327003, -0.14699133679875934, 2.3501548649018096, 1551.3929153736444, 1468.0359063380463, 757720.1810778321, 6.970706173821432E-6, 145.6512967376721, 7.44622828747261E-5, 6.359041440521613E-4, 4.9866205545448493E-5, 40.602457065824176, 0.411322491150528, -0.009898495199712606, -49.9864, 150.5764, 10490
45.0, 900.0, 95.31126846604134, -0.9953510441103897, 63.632874873385305, 3.9996968197839373, 0.07145123151610788, 2.148550453640483E-6, 7.847977805005302E14, 0.6411976497703881, 0.13183221520046343, 0.00691718983832687, 0.6775980295152544, 0.21912243228646952, 1.9769409490138987, 1599.1472981665322, 1511.1684481397526, 781973.5263471777, 6.762527497917419E-6, 145.59520730710886, 7.533300770056208E-5, 6.408489462777549E-4, 5.1161976709367376E-5, 40.59294656506495, 0.4004849758721347, -0.00990290352013253, -49.9863, 150.5793, 10490
45.0, 900.0, 100.69070019261355, -1.0521230060269173, 65.3017618045346, 4.0186296186782675, 0.07790523732440924, 2.157083022261386E-6, 7.890943650558529E14, 0.6420324234303134, 0.13204171524831088, 0.007137801502290098, 0.6783356003945893, 0.19211169127531175, 1.9953291964079556, 1648.8559982975655, 1555.9769210231677, 807319.9846770406, 6.558637357673832E-6, 145.53594996510165, 7.623439509014924E-5, 6.459477306487105E-4, 5.253094278658264E-5, 40.58290140800836, 0.3890403203661572, -0.009907574937395114, -49.9863, 150.5823, 10490
45.0, 900.0, 106.37375064304275, -1.1121572378466347, 67.0197149031004, 4.038534585211378, 0.08502865778982176, 2.1658480438676933E-6, 7.93577266015847E14, 0.6428853446765989, 0.13225640190709342, 0.007364694961229601, 0.6826150641813922, -0.10732253708535408, 2.284560056729275, 1700.6158772898696, 1602.5408654381995, 833823.1996054036, 6.359000345589073E-6, 145.47334820928987, 7.716780928762037E-5, 6.512064082602464E-4, 5.397724129863479E-5, 40.57229166360629, 0.37695477542002465, -0.009912525903118736, -49.9863, 150.5856, 10490
45.0, 900.0, 112.37755626113236, -1.175643920117574, 68.78804036744826, 4.059456983126437, 0.09289901191185773, 2.1748530001485585E-6, 7.982550836560825E14, 0.6437568046315535, 0.13247641868265495, 0.007598082153394303, 0.6781897052176834, 0.25074885800239166, 1.9146539534534175, 1754.5297051254054, 1650.9446208268396, 861551.4840263337, 6.163579114110008E-6, 145.4072155353917, 7.813469337481065E-5, 6.566311910356061E-4, 5.550524390621909E-5, 40.56108573976397, 0.3641927457545884, -0.009917773973214904, -49.9863, 150.589, 10490
45.0, 900.0, 118.72022068303308, -1.2427846258727724, 70.60808154095389, 4.081443752950666, 0.10160357958942029, 2.1841055723621797E-6, 8.03136817087268E14, 0.6446471931475622, 0.1327019114089635, 0.007838181159686014, 0.6839940704043856, -0.1588970259542029, 2.310793553256095, 1810.7065341713144, 1701.2776288007883, 890578.1934077982, 5.972334707929715E-6, 145.3373548644956, 7.913656100094024E-5, 6.622285335386746E-4, 5.711956967312721E-5, 40.54925029283791, 0.35071669241303915, -0.009923337888786118, -49.9863, 150.5926, 10490
45.0, 900.0, 125.42086932622585, -1.3137930383468863, 72.48121998084883, 4.104543537783755, 0.11124071615912126, 2.1936137503288675E-6, 8.082318779818631E14, 0.6455569082247856, 0.13293303076198498, 0.00808521906880047, 0.682815241232218, -0.017175961819376095, 2.1538667521026262, 1869.2620945740102, 1753.6347536987168, 920982.1297535137, 5.785226380424485E-6, 145.26353632417505, 8.017499691333931E-5, 6.680051683322784E-4, 5.882509907971025E-5, 40.536750132397174, 0.3364870303642524, -0.009929237663424585, -49.9862, 150.5964, 10490
45.0, 900.0, 132.49970705954334, -1.3888957174012735, 74.40887655259517, 4.128806706688385, 0.12192135458187947, 2.2033857625334116E-6, 8.135501041274288E14, 0.6464863480758031, 0.13316993039642067, 0.00833943020593006, 0.6851779744131102, -0.18207153301732162, 2.3018442066561335, 1930.3192121255188, 1808.1166213636902, 952847.9789184531, 5.602213352496892E-6, 145.1855614657566, 8.125169756085515E-5, 6.73968188190563E-4, 6.0626988832335416E-5, 40.52354812102206, 0.32146202112491373, -0.009935494677058591, -49.9862, 150.6004, 10489
45.0, 900.0, 139.97807912812604, -1.4683329197804622, 76.39251255078067, 4.154285375531208, 0.13377072342942536, 2.213430072594078E-6, 8.19101772725245E14, 0.6474359096561471, 0.1334127667071775, 0.00860105607648623, 0.6814335559659074, 0.17557028710802938, 1.9255766573722437, 1994.0082496420362, 1864.8299770179385, 986266.7841161897, 5.423252588548123E-6, 145.10315452504594, 8.236840049013561E-5, 6.801248594028861E-4, 6.253068750517792E-5, 40.50960506890726, 0.30559766020577284, -0.009942131778729822, -49.9862, 150.6046, 10489
45.0, 900.0, 147.8785355170237, -1.5523594753696885, 78.43363084755185, 4.18103342514174, 0.1469303133645063, 2.223755415477013E-6, 8.248976133471572E14, 0.6484059909095934, 0.13366169954506957, 0.008870346344880237, 0.6853058080019454, -0.08759449110575965, 2.1684334244596064, 2060.467572933054, 1923.8880631522354, 1021336.4587053229, 5.248302484829647E-6, 145.01611291617, 8.352699793166714E-5, 6.864829266548069E-4, 6.454195206704166E-5, 40.49487962302805, 0.2888475591796462, -0.009949173394509956, -49.9862, 150.6091, 10489
