angle, time_diff, t, z, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, CCS_rest, V, V_rest, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
0.0, 900.0, 1939.6899436978047, -19.575035546738356, 279.042424962581, 8.247773693140445, 46.01642930471161, 2.6670191876958167E-6, 3.2137203618807455E15, 0.6849910012140251, 0.14374163254862038, 0.020690452193366043, 0.6959251789048865, -0.20126917336398126, 2.091499229930644, 14458.346977891431, 7368.17413700972, 6.737589691697407E7, 3.43356914784653E7, 7.032513280494172E-6, 129.96221768721588, 1.4417259743199106E-4, 9.864211896604576E-4, 7.648570609991635E-4, 37.61647396493464, -3.9759533480756413, -0.006965281729673771, -50.0137, 151.5904, 10471
0.0, 900.0, 2049.0684262996897, -20.40505523580724, 286.8021961933248, 8.432572499646854, 55.38117722052664, 2.698148471306585E-6, 3.2003750948276975E15, 0.6872367009654259, 0.14440927294698938, 0.021535140480970966, 0.6926304265038324, 0.02448023740851547, 1.931920045370943, 15192.448634505405, 7710.926762417248, 7.07968106367952E7, 3.593291871286438E7, 6.927952147329519E-6, 129.2328218841437, 1.492987089302138E-4, 0.001009551920997128, 8.001071285884803E-4, 37.46383012458666, -4.250683056819824, -0.006578927349105511, -50.0176, 151.648, 10471
0.0, 900.0, 2164.6147258226047, -21.23720052604409, 294.78650043850723, 8.62349167413434, 66.65006524368515, 2.7293987897447226E-6, 3.1874137759463815E15, 0.6894541373892006, 0.1450747401504113, 0.022384528461944775, 0.6911552179631126, 0.04006932384319949, 1.980895547713198, 15967.622785177902, 8072.291511091658, 7.440912217892903E7, 3.761687844168713E7, 6.821132229689281E-6, 128.46309942213747, 1.5456717790856184E-4, 0.0010330415039649476, 8.365465137906127E-4, 37.304044130083945, -4.538936356149792, -0.006168761307899049, -50.022, 151.7086, 10470
0.0, 900.0, 2286.676643448888, -22.06592890745593, 303.0041788632533, 8.820689412628006, 80.16915631809917, 2.7607157121798403E-6, 3.174798864657098E15, 0.6916400294059605, 0.14573692366631097, 0.02323707127432087, 0.6913032783345637, -0.08774283665165379, 2.167940031490399, 16786.22161223183, 8453.194156609261, 7.822379271300033E7, 3.939188476979916E7, 6.7118660454673416E-6, 127.6516493240716, 1.599716337799175E-4, 0.001056851614625863, 8.742415781746002E-4, 37.13695443464091, -4.84119553755995, -0.00573252622321043, -50.027, 151.7724, 10469
0.0, 900.0, 2415.6215927559915, -22.884547675707452, 311.4650559234017, 9.024327820071958, 96.33570791031002, 2.7920392564081752E-6, 3.162478163926018E15, 0.6937909511456826, 0.14639462844724682, 0.024091065553682706, 0.6906732208863884, -0.10709468000199131, 2.237867707767632, 17650.734930007064, 8854.565553864612, 8.225242477383292E7, 4.126227548100909E7, 6.599962911756088E-6, 126.79720421299731, 1.6550389242586127E-4, 0.001080937772945837, 9.13254913030201E-4, 36.96242946278348, -5.157930286304202, -0.005267621082022172, -50.0326, 151.8395, 10468
0.0, 900.0, 2551.8377056530344, -23.68499731095581, 320.180125758343, 9.234573063796045, 115.60202871565951, 2.8233033189057252E-6, 3.150388462507351E15, 0.6959033102030242, 0.14704656557553905, 0.024944633991228204, 0.689572062933171, -0.043815771963831955, 2.213825690278365, 18563.799289611477, 9277.529031072252, 8.650730468958949E7, 4.323328528479669E7, 6.4852342096619665E-6, 125.89871937419369, 1.71153769304902E-4, 0.001105248779240041, 9.536429478957805E-4, 36.780375440866756, -5.489591533040883, -0.004771040158295406, -50.039, 151.9101, 10467
0.0, 900.0, 2695.7350006807646, -24.45759049722027, 329.16188758838484, 9.451595530370303, 138.49969140357854, 2.8544358401667542E-6, 3.138521452757698E15, 0.6979733753645518, 0.14769135827065796, 0.025795730016785562, 0.688026436529722, 0.08259154955594908, 2.113461568469264, 19528.207917262083, 9724.83006207078, 9.10014488944413E7, 4.5317708089249834E7, 6.367510470814584E-6, 124.95537719289486, 1.7690886298799577E-4, 0.0011297264040513503, 9.95452942753904E-4, 36.590745585823825, -5.836604299043418, -0.004239301536135603, -50.0461, 151.9843, 10467
0.0, 900.0, 2847.7466171915685, -25.16184027989774, 338.4037054322417, 9.675569985756884, 162.56315630254625, 2.885360809751789E-6, 3.1273700612240805E15, 0.6999974197721448, 0.148327585100443, 0.026642193034073253, 0.6882338960109258, 0.07372020851442351, 2.134267416628031, 20546.540994613086, 10199.90048577488, 9.574688103489698E7, 4.7531536263710946E7, 6.265848487224121E-6, 126.32169436578677, 1.8276072775822797E-4, 0.0011543082835522613, 0.0010120798552964083, 36.463888586243534, -6.147013083363791, -0.003478530262829391, -50.0541, 152.0622, 10466
0.0, 900.0, 3008.33011912449, -25.76559669636545, 347.9182184474342, 9.906675738690998, 188.7752217516911, 2.9189656123443834E-6, 3.1175746354318405E15, 0.7021613305194906, 0.14901421472973073, 0.027563111889828157, 0.6900304319387404, -0.06361896627035947, 2.2685489688128446, 21622.03007351268, 10710.377454678797, 1.007586601425691E8, 4.9910358938803196E7, 6.18554338350698E-6, 128.41637434749836, 1.892670463218577E-4, 0.0011813264884144874, 0.0010216083343202692, 36.34997529426001, -6.456517683187705, -0.0025784136398368535, -50.0629, 152.1443, 10465
0.0, 900.0, 3177.968872299698, -26.237279245786247, 357.7189820739573, 10.14509680724411, 217.98100012187842, 2.956293515425461E-6, 3.1107703664596615E15, 0.7045227045819441, 0.14977125724917992, 0.02858731998397196, 0.6903458132611084, -0.010689059066229276, 2.193560359751088, 22758.015660983638, 11249.182036341203, 1.0605235298018375E8, 5.242118828935E7, 6.126811569511974E-6, 130.65880855194163, 1.9667087513834777E-4, 0.0012117125364538405, 0.0010305394682657734, 36.2310434660775, -6.7795901266371255, -0.0015687783469378615, -50.0728, 152.2308, 10465
0.0, 900.0, 3357.173499378138, -26.538088504578088, 367.81728977332824, 10.391022088544004, 250.57162833078766, 2.997637280212803E-6, 3.10417499665124E15, 0.7070876293199311, 0.15060294581478215, 0.029723148694475676, 0.6930133093539482, -0.15796525276527013, 2.2963952262617746, 23957.94233817033, 11817.884174650484, 1.1164401129587375E8, 5.5071340253871255E7, 6.08996004543963E-6, 133.06403453721188, 2.050914010506996E-4, 0.0012458274331941606, 0.0010386578255911474, 36.10700180493219, -7.1164358481151515, -4.3273863066060865E-4, -50.0837, 152.3219, 10464
0.0, 900.0, 3546.4834168658836, -26.620465325042392, 378.22601214221737, 10.644645531647143, 287.06177479008403, 3.0432953018467724E-6, 3.0977749077625065E15, 0.7098604126361244, 0.1515133185443886, 0.03097910441619231, 0.6926448754817286, 0.09125809093506795, 1.9796715289710518, 25225.448263102193, 12418.089460114737, 1.1755058890605623E8, 5.786829688413468E7, 6.075384044225114E-6, 135.64915709708777, 2.1466355988168572E-4, 0.0012840638288580208, 0.0010456973536711951, 35.97778186386873, -7.467192015805719, 8.489250336482437E-4, -50.0959, 152.4178, 10464
0.0, 900.0, 3746.468458789663, -26.426143088010047, 388.96040563492835, 10.906166313578924, 328.1484532294406, 3.093572645689464E-6, 3.091544736732856E15, 0.7128435271307595, 0.152506216048076, 0.0323638865557859, 0.6957006500543509, 0.03882759736124672, 1.9455691828579347, 26564.374225961703, 13051.395761845386, 1.2378998389298153E8, 6.08195042501995E7, 6.083572892120008E-6, 138.4336642378182, 2.2554085985064233E-4, 0.0013268509768306325, 0.0010513318479817024, 35.843343692459186, -7.8319121290623865, 0.002298525395975319, -50.1093, 152.5189, 10465
