angle, time_diff, t, z, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
0.0, 900.0, 13.949715457811752, -0.1435707588308425, 16.634052142469844, 3.7015570266022864, 0.005739186859376595, 1.8759999735400167E-6, 6.816871872624368E15, 0.6119814185780204, 0.12486158260838197, 3.140536760821988E-5, 0.6847587850155555, 0.2879713626627143, 1.4956373176507234, 655.632597583872, 1.6494894868298215E-5, 146.49128501511532, 5.0144213400714234E-5, 4.885890528551118E-4, 3.046494124440526E-5, 40.74514169522645, 0.5741531109698106, -0.009834070638771324, -49.9867, 150.533, 10491
0.0, 900.0, 14.737046726381994, -0.1516987319384975, 16.63405215205706, 3.7045570818696794, 0.00610797625106817, 1.876265526575475E-6, 6.827288654375893E15, 0.6120125243019322, 0.12486865133141913, 3.7937886964031775E-5, 0.6899205122853949, -0.15242959573730305, 1.9367850112247933, 669.0395701603446, 1.6164349016538597E-5, 146.48261821644948, 5.016554079337496E-5, 4.887272433241684E-4, 3.0665149836901626E-5, 40.74366651149489, 0.5724672745627526, -0.009834720231231782, -49.9867, 150.5334, 10491
0.0, 900.0, 15.568815498236312, -0.16028614576635314, 16.634052162967418, 3.707723825431598, 0.006502863384955481, 1.8765458844961254E-6, 6.838086140956484E15, 0.6120453580984615, 0.12487611352979261, 4.4835031362946975E-5, 0.6875618629114356, 0.07100145444992277, 1.7141427077088087, 682.9613327851857, 1.5834845859619626E-5, 146.4734684405962, 5.018806643729196E-5, 4.888731671279527E-4, 3.087666001323529E-5, 40.74210811855129, 0.570686398608653, -0.00983540684988758, -49.9867, 150.5339, 10491
0.0, 900.0, 16.44752985577528, -0.1693590121360142, 16.634052175394636, 3.7110663667791837, 0.006925947953398293, 1.8768418966779911E-6, 6.849274883143209E15, 0.6120800184200079, 0.12488399170827798, 5.211776825367331E-5, 0.6878408841842584, 0.047963630755199264, 1.7380137382130596, 697.4150398347759, 1.550667070635651E-5, 146.46378663969352, 5.0211850520765454E-5, 4.890272420019464E-4, 3.110010983409622E-5, 40.74046182594447, 0.5688051317740905, -0.009836132626396692, -49.9867, 150.5344, 10491
0.0, 900.0, 17.375839439247304, -0.17894482036754125, 16.63405218956271, 3.7145942962137997, 0.007379523320689898, 1.8771543910449868E-6, 6.860865660672364E15, 0.612116601071728, 0.12489230778706517, 5.9806546800683646E-5, 0.6825824219668304, 0.4134321686250783, 1.3734252624041827, 712.4185057694062, 1.5180098737936125E-5, 146.45356581163654, 5.0236970268513495E-5, 4.891899316365529E-4, 3.1336173395915E-5, 40.73872267917887, 0.5668178221691385, -0.009836899817189614, -49.9867, 150.5349, 10491
0.0, 900.0, 18.35654343636822, -0.1890726218385756, 16.634052205730985, 3.7183177083406553, 0.007866096614391103, 1.8774842746942601E-6, 6.87286949178405E15, 0.6121552109795845, 0.12490108577839595, 6.792377454863108E-5, 0.6899938244452575, -0.17219942376335934, 1.9599863974390743, 727.9902493982103, 1.4855392796556448E-5, 146.4427755359713, 5.02635001424503E-5, 4.893617131782852E-4, 3.1585562864304065E-5, 40.73688544489147, 0.5647185005544171, -0.009837710812167697, -49.9867, 150.5355, 10491
0.0, 900.0, 19.392599022880354, -0.19977311936294317, 16.634052224200126, 3.7222472265037223, 0.00838841108711402, 1.8778325192188887E-6, 6.885297643134454E15, 0.6121959604511381, 0.1249103513938516, 7.649345776300498E-5, 0.6893740795190393, -0.1114958494176834, 1.900264661389924, 744.1495413260201, 1.4532802802397241E-5, 146.43136188978042, 5.0291510664037224E-5, 4.895430696069694E-4, 3.1849030627186584E-5, 40.734944595201235, 0.562500862619673, -0.009838568141727715, -49.9867, 150.5361, 10491
0.0, 900.0, 20.487130279502384, -0.2110787617358022, 16.634052245319154, 3.7263940281767503, 0.008949471029635407, 1.8782001304648133E-6, 6.89816164002944E15, 0.612238965615858, 0.12492013123757939, 8.554045865727389E-5, 0.6890847954992653, -0.08221492654137981, 1.8720207927307684, 760.9164547612626, 1.4212566764208228E-5, 146.41931271140942, 5.0321093950460064E-5, 4.897345591278524E-4, 3.2127371568816235E-5, 40.73289429118555, 0.5601582502841751, -0.009839474485397593, -49.9867, 150.5367, 10491
0.0, 900.0, 21.643437612157808, -0.22302384387757962, 16.63405226949376, 3.7307698713225994, 0.009552569543778219, 1.8785881675819276E-6, 6.911473276927865E15, 0.6122843486333198, 0.1249304533110462, 9.509096567590636E-5, 0.6915852491984843, -0.3818601499435487, 2.172761366110815, 778.3119198777183, 1.389490841943437E-5, 146.40657035220713, 5.035232800864976E-5, 4.899367117202237E-4, 3.2421425470005365E-5, 40.730728365435795, 0.5576836319664404, -0.00984043268212043, -49.9867, 150.5374, 10491
0.0, 900.0, 22.86500770388742, -0.2356446126751305, 16.634052297196167, 3.7353871217301045, 0.010201319520334371, 1.8789977296620088E-6, 6.925244628157656E15, 0.6123322361067628, 0.12494134665519864, 1.0517216627499437E-4, 0.6903420826157473, -0.22577023369319052, 2.0178282979758704, 796.3577819377756, 1.3580038968365683E-5, 146.39311870734358, 5.038531297003337E-5, 4.901501357525548E-4, 3.273207954532902E-5, 40.72844030364049, 0.5550695817665878, -0.009841445738616523, -49.9867, 150.5381, 10491
