angle, time_diff, t, z, eps, Dh, Dv, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, CCS_rest, V, V_rest, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
0.0, 900.0, 15040.703793944314, 250.71439347686055, 0.06125646820860727, 20.0, 0.014091016785085949, 784.6492420167833, 20.910260233296803, -2128.9794439457914, 4.868585601274744E-6, 3.6127029210722208E16, 0.7859166654551415, 0.1828309441699842, 0.0814057628990345, 0.7097798206982582, -0.044503988297466275, 2.0525067465538744, 101961.57394326838, 46169.96336781978, 4.2762684111806755E9, 1.9363682636463616E9, 8.298479527821608E-6, 172.60581255893464, 8.689011063453284E-4, 0.003319944836180674, -2.1669363225575614E-4, 35.685550328914, -11.223287317019865, 0.029000616707517253, -51.4031, 158.0452, 10742
0.0, 900.0, 15100.703793944314, 252.23746241365828, 0.06125646820860727, 20.0, 0.014091016785085949, 786.265270140859, 20.950654047986284, -2143.7660019306904, 4.8741485670032816E-6, 3.6127029210722208E16, 0.7860775675157469, 0.18291519421842206, 0.08155810826394605, 0.7096387160798482, 0.016973090744752062, 1.9852806878944553, 102362.67569568979, 46335.42754758717, 4.29309061867723E9, 1.943307831345806E9, 8.297106209572553E-6, 172.63040380041951, 8.719127771169582E-4, 0.0033277239011576085, -2.1788603873976092E-4, 35.68097426666419, -11.138333779840819, 0.028712018351986574, -51.4091, 158.076, 10743
0.0, 900.0, 15160.703793944314, 253.74266916584673, 0.06125646820860727, 20.0, 0.014091016785085949, 787.8753133778824, 20.990970131287746, -2158.210289059877, 4.879695081744073E-6, 3.6127029210722208E16, 0.7862376976411994, 0.18299914410614457, 0.08170998828931422, 0.710082522357378, -0.04671968919841499, 2.043243534526059, 102763.74563764912, 46501.09576399828, 4.309911492043004E9, 1.950255956342088E9, 8.295687499850384E-6, 172.65466523353436, 8.749225008127955E-4, 0.0033354874825878684, -2.1894047836480373E-4, 35.6761912156702, -11.053593999360439, 0.028422080949372337, -51.4151, 158.1069, 10745
0.0, 900.0, 15220.703793944314, 255.22993357767047, 0.06125646820860727, 20.0, 0.014091016785085949, 789.4793405538342, 21.031208930226164, -2172.307271804438, 4.885225332681077E-6, 3.6127029210722208E16, 0.7863970646763903, 0.18308279722581436, 0.08186140819870405, 0.7100467451886452, -0.007215116023964748, 1.9980357235341422, 103164.78228466384, 46666.972509841034, 4.326730969018802E9, 1.957212827062733E9, 8.294225691025158E-6, 172.67867353163257, 8.779308297359807E-4, 0.0033432363286531814, -2.1985864362808428E-4, 35.67120500622944, -10.969066116099645, 0.028130792306174476, -51.4211, 158.1378, 10746
0.0, 900.0, 15280.703793944314, 256.69917475516866, 0.06125646820860727, 20.0, 0.014091016785085949, 791.0773222663032, 21.071370887558192, -2186.0519580603645, 4.890739924672374E-6, 3.6127029210722208E16, 0.7865556894044984, 0.18316616327188706, 0.08201238464844951, 0.7100850552997333, 0.017925277007712334, 1.9672258261474105, 103565.78422218081, 46833.06222658629, 4.343548990278263E9, 1.964178629783029E9, 8.292721226632125E-6, 172.70237740668574, 8.809377235515243E-4, 0.0033509707826234495, -2.2064222868653946E-4, 35.66601944760928, -10.884748256818924, 0.027838141442248054, -51.427, 158.1687, 10748
0.0, 900.0, 15340.703793944314, 258.15031122646604, 0.06125646820860727, 20.0, 0.014091016785085949, 792.6692309157056, 21.11145644182905, -2199.439397848881, 4.89623909746711E-6, 3.6127029210722208E16, 0.7867135819836281, 0.1832492463988686, 0.08216292429446678, 0.7103552197896367, -0.01045663014578245, 1.9899791938825706, 103966.75010741, 46999.36930238383, 4.360365499504775E9, 1.9711535485419776E9, 8.291175633646433E-6, 172.72580235598616, 8.839434404224698E-4, 0.003358691279311734, -2.2129292962314682E-4, 35.66063832814612, -10.800638534311087, 0.027544118571279974, -51.4329, 158.1996, 10749
0.0, 900.0, 15400.703793944314, 259.5832609604432, 0.06125646820860727, 20.0, 0.014091016785085949, 794.255040735412, 21.15146602742835, -2212.4646840095834, 4.901723301158721E-6, 3.6127029210722208E16, 0.7868707585212419, 0.18333205392437107, 0.08231303954782648, 0.710703434910023, -0.05902524587889856, 2.0329670652504404, 104367.67867094855, 47165.89806974439, 4.377180443459582E9, 1.9781377650450797E9, 8.289589699243473E-6, 172.7489226789236, 8.869480235427813E-4, 0.003366398150480076, -2.2181244431796545E-4, 35.65506541538902, -10.716735047365606, 0.027248715098441536, -51.4387, 158.2305, 10751
0.0, 900.0, 15460.703793944314, 260.9979414730914, 0.06125646820860727, 20.0, 0.014091016785085949, 795.8347278208876, 21.191400074645042, -2225.122952899545, 4.90719283777263E-6, 3.6127029210722208E16, 0.787027230776432, 0.18341459091288034, 0.08246273876281165, 0.7103266707560474, 0.0614801006536629, 1.9069355633743894, 104768.56871840342, 47332.65280337178, 4.393993772049839E9, 1.9851314585734124E9, 8.287964907350569E-6, 172.77176388107532, 8.899517697403046E-4, 0.0033740919220994607, -2.2220247255312818E-4, 35.64930445621483, -10.63303588064958, 0.026951923606356346, -51.4445, 158.2613, 10752
0.0, 900.0, 15520.703793944314, 262.39426986279557, 0.06125646820860727, 20.0, 0.014091016785085949, 797.4082701577448, 21.231259009721402, -2237.409385086258, 4.912648144118679E-6, 3.6127029210722208E16, 0.7871830142694445, 0.18349686444711316, 0.08261203397932287, 0.7105408577726958, 0.04696603652927496, 1.9159845295097344, 105169.41913186348, 47499.63771826737, 4.410805438390354E9, 1.9921348059041333E9, 8.286302004826859E-6, 172.7943002586614, 8.92954718163304E-4, 0.003381772912229053, -2.2246471592164083E-4, 35.64335917696759, -10.549539104674178, 0.02665373784900487, -51.4503, 158.2922, 10753
0.0, 900.0, 15580.703793944314, 263.77216291568635, 0.06125646820860727, 20.0, 0.014091016785085949, 798.9756476487312, 21.271043254906104, -2249.3192060380543, 4.9180895090021095E-6, 3.6127029210722208E16, 0.7873381201945234, 0.1835788793611093, 0.0827609331831293, 0.7105734434521261, 0.07162899440429281, 1.8859239575112527, 105570.22887135042, 47666.85696738291, 4.427615398864437E9, 1.9991479812120392E9, 8.284602100936553E-6, 172.81653171175424, 8.959569953005739E-4, 0.003389441435282096, -2.2260087791792872E-4, 35.637233283573934, -10.466242775702945, 0.026354152738718474, -51.456, 158.3231, 10755
