t, z, T, RH, RHice, IWC, CCS, sigmah, sigmav, sigmas, Dh, Dv, Dh/Dv, v_sedi, rice, lambda_e
0.0, 0.0, 219.77624096606348, 78.25933, 156.81892342117976, 1.9096862323803907E-5, 359.12415528324806, 15.384787559509277, 3.715123414993286, -0.0, 20.0, 0.013758373581152459, 1453.6601933383988, 1.6758473732124272E-4, 1.0983101256861193E-6, 35.15866378369902
1.0, -0.00953689152106428, 219.77633666992188, 78.25933, 132.30725481925288, 1.7603539187956315E-5, 416.23208965964864, 16.634052086181722, 3.7188249133017384, -0.002768482929782294, 20.0, 0.013758373581152459, 1453.6601933383988, 1.675846763439645E-4, 1.0983101256861193E-6, 38.05146661933388
1.0550334943246098, -0.010062155233909565, 219.77633666992188, 78.25933, 132.30725481925288, 1.8189253703986156E-5, 391.79530004573894, 16.700090677597956, 3.7190285127358824, -0.002917358114160671, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7514063329382098E-4, 1.1227971275669805E-6, 36.556393044389395
1.1130956741467966, -0.010616140029016525, 219.77633666992188, 78.25933, 132.30725481925288, 1.8145566661110975E-5, 393.51851885643697, 16.76948168258207, 3.7192433048759166, -0.003077876875755077, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7192773834554933E-4, 1.1124507935200586E-6, 37.39643437959995
1.1743532186127021, -0.01120062707486688, 219.77635192871094, 78.25933, 132.30723514029705, 1.8100080320373646E-5, 395.32887432408097, 16.84238159401819, 3.7194699043314197, -0.003247225711736175, 20.0, 0.013758373581152459, 1453.6601933383988, 1.721552732851249E-4, 1.113186709776173E-6, 37.51164528731437
1.2389819798043116, -0.011817296583598955, 219.77635192871094, 78.25933, 132.30723514029705, 1.8052750020125273E-5, 397.2304085148181, 16.918952931324117, 3.7197089593822126, -0.0034258901333979797, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7239415960630975E-4, 1.113958782817975E-6, 37.632388675117326
1.307167487558166, -0.012467921402314145, 219.7763671875, 78.25933, 132.30721546134387, 1.8003530694084604E-5, 399.2273180223019, 16.999364361599486, 3.7199611538140154, -0.0036143823209527763, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7264489262156118E-4, 1.1147686011750572E-6, 37.75888994502711
1.379105482066013, -0.013154372124424928, 219.7763671875, 78.25933, 132.30721546134387, 1.7952380884854618E-5, 401.323957175577, 17.083790814262013, 3.720227208853182, -0.003813242585399984, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7290801349250436E-4, 1.115617763890228E-6, 37.89138277633126
1.4550024757863311, -0.013878622491229023, 219.7763671875, 78.25933, 132.30721546134387, 1.789925973766692E-5, 403.52484112256246, 17.17241358845794, 3.720507885205744, -0.004023040910014827, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7318406316811554E-4, 1.1165079571664928E-6, 38.03010374554868
1.5350763462798114, -0.014642755085900806, 219.77638244628906, 78.25933, 132.3071957823937, 1.7844128787111767E-5, 405.83464877974984, 17.26542045259773, 3.720803985206261, -0.00424437857613941, 20.0, 0.013758373581152459, 1453.6601933383988, 1.734735914697738E-4, 1.1174408862130148E-6, 38.17529670739154
1.6195569616706442, -0.015448967345548159, 219.77638244628906, 78.25933, 132.3071957823937, 1.7786953558869092E-5, 408.2582256402549, 17.363005735405316, 3.721116355082251, -0.00447788987732367, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7377719689715113E-4, 1.118418305326044E-6, 38.32721047834124
1.708686840529128, -0.016299577909800297, 219.77639770507812, 78.25933, 132.30717610344493, 1.7727700676386627E-5, 410.80058643419596, 17.465370407917558, 3.7214458873402654, -0.004724243926994341, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7409546473375287E-4, 1.119442044442322E-6, 38.48609667900032
1.8027218480699232, -0.017197033313040525, 219.7764129638672, 78.25933, 132.30715642449903, 1.7666341439208172E-5, 413.4669176375412, 17.572722155931636, 3.721793523279963, -0.004984146564520185, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7442901675189981E-4, 1.1205139413894691E-6, 38.65221399637608
1.9019319306645295, -0.018143915055749592, 219.7764129638672, 78.25933, 132.30715642449903, 1.7602850647621907E-5, 416.26257982805583, 17.685275442471475, 3.722160255642869, -0.0052583423648569225, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7477850228342901E-4, 1.121635909110334E-6, 38.82582314527779
2.00660189077655, -0.019142947064318572, 219.77642822265625, 78.25933, 132.3071367455568, 1.7537205652432575E-5, 419.1931098898172, 17.803251559930395, 3.7225471314028087, -0.005547616757548862, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7514455806400805E-4, 1.1228099034292254E-6, 39.007188594012916
2.1170322045443526, -0.020197003559984106, 219.77642822265625, 78.25933, 132.3071367455568, 1.7469389822128517E-5, 422.2642230709161, 17.926878671646094, 3.7229552547053637, -0.005852798260731471, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7552787066578012E-4, 1.1240378946568912E-6, 39.19658001733427
2.2335398843581604, -0.02130911737413117, 219.7764434814453, 78.25933, 132.30711706661515, 1.73993892007833E-5, 425.4818149024348, 18.056391842774843, 3.723385789964046, -0.006174760836368927, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7592911610828162E-4, 1.125321933157497E-6, 39.394267166484276
2.356459388907775, -0.022482488712749448, 219.77645874023438, 78.25933, 132.30709738767715, 1.7327196015099902E-5, 428.8519629905576, 18.192033060454314, 3.7238399651212446, -0.0065144263732298405, 20.0, 0.013758373581152459, 1453.6601933383988, 1.7634900661000274E-4, 1.1266640699793714E-6, 39.60052477136111
