angle, time_diff, t, z, eps, Dh, Dv, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, CCS_esti, V_inter, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
70, 900.0, 1.0, -0.009976321631173079, 0.061339204406533815, 20.0, 0.014110167174222575, 16.634052069807403, 3.6518596798415026, 3.61987368932746E-4, 1.257924673933552E-6, 6.759343898443435E14, 0.5202399513421857, 0.10683941886948096, -0.013627096549106404, 0.6730463087184888, -0.08533059789491618, 2.100897951385556, 378.1801310757577, 378.1801310757577, 168652.78530276954, 3.0643109592639954E-5, 146.63389800114257, 1.5117576553282323E-5, 2.1967947760289562E-4, 2.7172212319406546E-5, 40.769411696220516, 0.6018956595417051, -0.009823432413654356, -49.9868, 150.5256, 10491
70, 900.0, 1.0564406686968904, -0.01054382110071322, 0.061339204406533815, 20.0, 0.014110167174222575, 16.7017758040902, 3.6520777505132007, 3.826430149444416E-4, 1.290812455635036E-6, 6.255743956511722E14, 0.5263395010863646, 0.10786878402353116, -0.013007548232655652, 0.6558950876431997, 0.6053824961286505, 1.4972062033275535, 379.7270662924173, 379.7270662924173, 169347.92307052345, 3.051827494146423E-5, 146.6332628883985, 1.633456891867679E-5, 2.3131643225835074E-4, 2.7186562588464594E-5, 40.76930588949302, 0.6017746661140908, -0.009823480611895336, -49.9868, 150.5256, 10491
70, 900.0, 1.1160668864767327, -0.011143352070698498, 0.061339204406533815, 20.0, 0.014110167174222575, 16.773024882905762, 3.6523081150958827, 4.0449060337448733E-4, 1.2907441685629532E-6, 6.256931438483914E14, 0.5263270135345033, 0.10786665159514745, -0.013008851557582107, 0.674662602190161, -0.33285374431273435, 2.4352893028007156, 381.3546878845581, 381.3546878845581, 170079.38724725155, 3.0388022961279702E-5, 146.63261497668327, 1.6331978494663164E-5, 2.3129195851858544E-4, 2.7201722804512823E-5, 40.76919411122657, 0.6016468443029241, -0.009823529432281715, -49.9868, 150.5257, 10491
70, 900.0, 1.1790584478599357, -0.011776722597332612, 0.061339204406533815, 20.0, 0.014110167174222575, 16.847968013364266, 3.652551465827498, 4.276004453766539E-4, 1.290672353375582E-6, 6.258181597313742E14, 0.5263138800165973, 0.10786440896896826, -0.013010222145500808, 0.674414263599381, -0.31168150352335394, 2.413955876328663, 383.0668762784739, 383.0668762784739, 170848.93278209536, 3.0252198061111285E-5, 146.63193049658733, 1.6329254538093604E-5, 2.312662217170459E-4, 2.721773868360434E-5, 40.76907602441411, 0.6015118087754283, -0.009823581010614051, -49.9868, 150.5257, 10491
70, 900.0, 1.2456052950898682, -0.012445842805385505, 0.061339204406533815, 20.0, 0.014110167174222575, 16.926780558338745, 3.6528085338267138, 4.520471738975659E-4, 1.2905968359073665E-6, 6.25949752837022E14, 0.5263000685596361, 0.1078620507025069, -0.013011663308794427, 0.6713518531785039, -0.08700851160918477, 2.189113242631083, 384.8676673564245, 384.8676673564245, 171658.3858647887, 3.011064789744448E-5, 146.63118556883654, 1.632638746489678E-5, 2.3123914625290275E-4, 2.7234658520947354E-5, 40.768951273031284, 0.601369152458112, -0.009823635502416545, -49.9868, 150.5257, 10491
70, 900.0, 1.3159080908771277, -0.013152730651541053, 0.061339204406533815, 20.0, 0.014110167174222575, 17.009644673050854, 3.6530800912654535, 4.7791002877862896E-4, 1.2905174355393402E-6, 6.260882459959315E14, 0.5262855459957655, 0.10785957115131027, -0.013013178481617593, 0.6765071176712568, -0.4897941987886136, 2.591720403605333, 386.76125596824596, 386.76125596824596, 172509.64565393198, 2.9963225736942838E-5, 146.63042164383944, 1.6323376526951995E-5, 2.3121069444205787E-4, 2.7252533336729638E-5, 40.768819480963266, 0.6012184453102254, -0.009823693072040191, -49.9868, 150.5258, 10491
70, 900.0, 1.390178823469881, -0.013899518016994848, 0.061339204406533815, 20.0, 0.014110167174222575, 17.096749434005673, 3.653366953661524, 5.052731628112211E-4, 1.2904339866720686E-6, 6.262339757360775E14, 0.5262702818887105, 0.10785696513949511, -0.01301477081003602, 0.6782796998571892, -0.6625010356522749, 2.7642394326954554, 388.7519993098517, 388.7519993098517, 173404.68596024724, 2.9809787845836345E-5, 146.6295927875517, 1.632020945297804E-5, 2.3118078040776504E-4, 2.7271417033058555E-5, 40.76868025087167, 0.6010592330290154, -0.009823753894245457, -49.9868, 150.5258, 10491
70, 900.0, 1.4686414458747774, -0.014688457136140564, 0.061339204406533815, 20.0, 0.014110167174222575, 17.188290959476568, 3.6536699822978274, 5.342259703263849E-4, 1.2903462884266206E-6, 6.263872926873065E14, 0.5262542393321793, 0.10785422638893453, -0.013016444111700748, 0.6727030102754021, -0.18252240542552142, 2.2840632337704845, 390.8444201545138, 390.8444201545138, 174345.55687979035, 2.9650198458737195E-5, 146.6287401968557, 1.6316884736816237E-5, 2.311493592578045E-4, 2.7291366553141054E-5, 40.76853316299695, 0.6008910356811108, -0.009823818152208959, -49.9868, 150.5259, 10491
70, 900.0, 1.5515325511559177, -0.015521927398255352, 0.061339204406533815, 20.0, 0.014110167174222575, 17.284472520774006, 3.65399008677497, 5.648634404287757E-4, 1.2902541621346987E-6, 6.265485619862292E14, 0.5262373854640869, 0.10785134931456078, -0.013018201778696947, 0.6677645099996619, 0.12265592925041374, 1.9786771370240477, 393.04320992394076, 393.04320992394076, 175334.38637270554, 2.948432674730157E-5, 146.62781767084437, 1.6313389627649874E-5, 2.3111634050235379E-4, 2.7312442055213268E-5, 40.768377773893526, 0.6007133462571601, -0.009823886040968146, -49.9868, 150.5259, 10491
70, 900.0, 1.6391020858481498, -0.016402442523293554, 0.061339204406533815, 20.0, 0.014110167174222575, 17.385504643578884, 3.654328227704444, 5.972865367572164E-4, 1.2901573934163E-6, 6.267181636811868E14, 0.5262196808690783, 0.1078483272154405, -0.013020047882543434, 0.6595308219275438, 0.48513431685572106, 1.6159802776523806, 395.35323158764925, 395.35323158764925, 176373.3817838846, 2.9312051859721636E-5, 146.62686612344993, 1.6309722120178977E-5, 2.3108167447445096E-4, 2.7334707090376413E-5, 40.76821361509356, 0.6005256291450496, -0.009823957765129964, -49.9868, 150.5259, 10491
