angle, time_diff, t, z, eps, Dh, Dv, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, c1_esp, CCS, CCS_rest, V, V_rest, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
40, 900.0, 0.0, 0.0, 0.06135526359713373, 20.0, 0.014113583231881104, 15.384787559509277, 3.6509575843811035, 0.0, 1.049793033786834E-6, 5.652E16, 0.4772129549087957, 0.1003190526092572, -0.017109351818909116, 0.6978848670957184, -0.43874937835461736, 1.7877015285861608, 1.0, 352.9215350355194, 352.9215350355194, 1.4801529179389684E7, 1.4801529179389684E7, 1.6969325183810817E-5, 146.5066210196693, 8.776472099442486E-6, 1.5294337934055246E-4, 2.700288516688968E-5, 40.77052181462817, 0.6028902323080487, -0.009822524127634782, -49.9868, 150.5252, 10491
40, 900.0, 1.0, -0.009976321631173079, 0.06135526359713373, 20.0, 0.014113583231881104, 16.634052069809737, 3.654821260939263, 3.637085254586744E-4, 1.049793033786834E-6, 5.566099992328764E16, 0.4772129549087957, 0.1003190526092572, -0.017109351818909116, 0.6978848670957184, -0.43874937835461736, 1.7877015285861608, 0.9844, 381.9830284763506, 381.9830284763506, 1.6020368214298146E7, 1.5776888074081544E7, 1.659440775260982E-5, 146.49563848312778, 8.776479114439285E-6, 1.5294332711276182E-4, 2.7257141462288068E-5, 40.76864713962075, 0.6007463859644533, -0.009823378251832526, -49.9867, 150.5258, 10491
40, 900.0, 1.0564406686968904, -0.010539725603462495, 0.06135526359713373, 20.0, 0.014113583231881104, 16.701775804092794, 3.6550392076644402, 3.8446172329713947E-4, 1.069854499686783E-6, 5.566099992328764E16, 0.4817278793217983, 0.10093783048249963, -0.016811356393609714, 0.684540465229443, 0.7106210349695632, 0.672889459385291, 0.9844, 383.56110224689854, 383.56110224689854, 1.6086552628234925E7, 1.5842081529105358E7, 1.6575674595482665E-5, 146.49500407610603, 9.289308428676982E-6, 1.5884464211807228E-4, 2.7271491987082154E-5, 40.768541336215186, 0.6006253958673273, -0.009823389530121492, -49.9867, 150.5259, 10491
40, 900.0, 1.1160668864767327, -0.011134950305170093, 0.06135526359713373, 20.0, 0.014113583231881104, 16.773024882908647, 3.6552694413324955, 4.064124169012995E-4, 1.0709224743769936E-6, 5.5661052353345688E16, 0.48196583902236273, 0.10097090026663078, -0.01679524059733961, 0.6931075611221738, 0.1376301600876259, 1.2480705813010196, 0.9844, 385.22162177808354, 385.22162177808354, 1.6156194817372823E7, 1.5910681082856512E7, 1.655612823417671E-5, 146.4943568911104, 9.317156218534764E-6, 1.5916193148685952E-4, 2.728665247374807E-5, 40.768429561457694, 0.6004975776021899, -0.00982343840558874, -49.9867, 150.5259, 10491
40, 900.0, 1.1790584478599357, -0.011763794148893577, 0.06135526359713373, 20.0, 0.014113583231881104, 16.847968013367474, 3.655512653791278, 4.296312363336089E-4, 1.0720439450905306E-6, 5.5661107393682792E16, 0.48221546074830485, 0.10100563940142637, -0.016778290513701485, 0.6854951649525035, 0.6565284001413875, 0.7315088972168465, 0.9844, 386.96856701759094, 386.96856701759094, 1.6229461700717764E7, 1.598285116981636E7, 1.65357443501444E-5, 146.49365138050476, 9.346457061072604E-6, 1.594954457474768E-4, 2.7302668637666756E-5, 40.76831147835151, 0.6003625458512958, -0.009823490042039733, -49.9867, 150.5259, 10491
40, 900.0, 1.2456052950898682, -0.012428157313924616, 0.06135526359713373, 20.0, 0.014113583231881104, 16.926780558342312, 3.655769575747704, 4.541931521480461E-4, 1.0732212309702943E-6, 5.56611651560858E16, 0.48247722254000913, 0.10104212145933315, -0.016760467103218796, 0.6817387511084398, 0.7747515572238322, 0.6157786424758751, 0.9844, 388.8060790116285, 388.8060790116285, 1.63065269537477E7, 1.605876288140894E7, 1.651450098377892E-5, 146.49292907856162, 9.377284049120495E-6, 1.598459441381725E-4, 2.7319588775891587E-5, 40.76818673088345, 0.6002198935576168, -0.00982354459479352, -49.9867, 150.526, 10491
40, 900.0, 1.3159080908771277, -0.01313004752131081, 0.06135526359713373, 20.0, 0.014113583231881104, 17.009644673054822, 3.6560409789391177, 4.80177761513541E-4, 1.074456761567528E-6, 5.5661225755287616E16, 0.48275162288167706, 0.10108042358827485, -0.01674172922916997, 0.6751280370021658, 0.9141423645833323, 0.479047866867344, 0.9844, 390.7384637379502, 390.7384637379502, 1.6387571169169633E7, 1.6138594124497062E7, 1.6492375326741448E-5, 146.49216600924024, 9.409708992166562E-6, 1.6021419670440057E-4, 2.7337463910431953E-5, 40.76805494295036, 0.6000691906980506, -0.009823602229461003, -49.9867, 150.526, 10491
40, 900.0, 1.390178823469881, -0.013871586131893055, 0.06135526359713373, 20.0, 0.014113583231881104, 17.09674943401008, 3.6563276784246765, 5.07669595522701E-4, 1.0757530038810358E-6, 5.566128930885328E16, 0.4830391641267071, 0.10112062425854586, -0.016722034726172647, 0.6926002079689112, 0.12059258681186871, 1.2754362140785758, 0.9844, 392.7701958242495, 392.7701958242495, 1.6472782012869025E7, 1.622252977515221E7, 1.646934539901966E-5, 146.4913380740147, 9.44380575620995E-6, 1.6060099067004207E-4, 2.735634794328929E-5, 40.767915717226145, 0.5999099829888483, -0.00982366311989747, -49.9867, 150.526, 10491
40, 900.0, 1.4686414458747774, -0.014655014594058598, 0.06135526359713373, 20.0, 0.014113583231881104, 17.188290959481463, 3.656630535003255, 5.367584490948829E-4, 1.0771124943303958E-6, 5.5661355937041816E16, 0.48334035925171204, 0.10116280426014924, -0.01670133987998358, 0.6859221426561569, 0.5956128990212828, 0.8034451418531312, 0.9844, 394.90592213889516, 394.90592213889516, 1.6562354374505263E7, 1.6310761827160144E7, 1.644539145206563E-5, 146.49048643732627, 9.479656458949776E-6, 1.6100716843335397E-4, 2.7376297819001347E-5, 40.76776863396428, 0.5997417905172311, -0.009823727449825521, -49.9867, 150.5261, 10491
40, 900.0, 1.5515325511559177, -0.015482701261911492, 0.06135526359713373, 20.0, 0.014113583231881104, 17.28447252077945, 3.656950457764683, 5.675397354372988E-4, 1.078537864773201E-6, 5.5661425762641864E16, 0.48365573722120053, 0.10120704751712714, -0.016679598990813463, 0.6918289639551308, 0.181496543283132, 1.2207943580116256, 0.9844, 397.1504652421715, 397.1504652421715, 1.6656490512256673E7, 1.6403489534773212E7, 1.6420492912101952E-5, 146.48956493615503, 9.517340027278214E-6, 1.614335708245481E-4, 2.7397373695480507E-5, 40.76761324973291, 0.5995641062960293, -0.009823795414488171, -49.9867, 150.5261, 10491
