angle, time_diff, t, z, eps, Dh, Dv, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, distance_between_contrails, state_indicator, CCS, CCS_esti, V_inter, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
0.0, 900.0, 1.0, -0.009996159329846434, 0.06128343632734898, 20.0, 0.014097418373135336, 16.63405206982474, 3.6543183549590306, 3.727033054858625E-4, 1.2581312538966414E-6, 6.030411553770902E14, 0.5202788066036078, 0.10684589817082508, -0.013623256877050086, 0.6768221082700927, -0.3794604714389832, 2.3956508453880296, 112.4819013528114, 1.0, 3.5917127488080447, 3.5917127488080447, 150636.4326850094, 3.0623348831491485E-5, 146.60242728343795, 1.5124923002271484E-5, 2.1975094862181692E-4, 2.793889324962604E-5, 40.76508262244645, 0.5979810710775277, -0.009833352524044065, -49.987, 150.5269, 10491
0.0, 900.0, 1.0563896734925413, -0.01056370963339501, 0.06128343632734898, 20.0, 0.014097418373135336, 16.70171473839024, 3.6545358853113994, 3.9394542835505296E-4, 1.2910218771975095E-6, 5.581153325490699E14, 0.5263777931484457, 0.10787532357826293, -0.013003550788671353, 0.6521435916869041, 0.7147551876324749, 1.3883023951624545, 112.48169374787099, 1.0, 3.745575803905735, 3.745575803905735, 157089.44921580653, 2.9365384167254206E-5, 146.60181439693278, 1.6342412605942814E-5, 2.3139078525945898E-4, 2.7953229620168174E-5, 40.764976920802475, 0.5978601990195584, -0.00983340066318978, -49.987, 150.5269, 10491
0.0, 900.0, 1.1159591422616781, -0.011162921773614765, 0.06128343632734898, 20.0, 0.014097418373135336, 16.772896409227904, 3.6547656680662555, 4.1641156475724205E-4, 1.27476070905712E-6, 5.797473224452434E14, 0.5233839878707744, 0.10736694254662246, -0.013311993851058773, 0.6727702409896775, -0.13850297742338183, 2.201817764721324, 112.48147443881015, 1.0, 3.909794693023672, 3.909794693023672, 163976.7894254128, 2.8131981129017865E-5, 146.60114514429478, 1.573263047051033E-5, 2.2559848014734008E-4, 2.796837442379576E-5, 40.76486525895207, 0.5977325111312726, -0.009833449415062685, -49.987, 150.527, 10491
0.0, 900.0, 1.1788877139248306, -0.011795563987565028, 0.06128343632734898, 20.0, 0.014097418373135336, 16.847765336172632, 3.6550083925047967, 4.401737768195306E-4, 1.2583784298479902E-6, 6.026857948011954E14, 0.5203252883655191, 0.1068536505483665, -0.01361866177406186, 0.6701137721729107, 0.0893920109124004, 1.9275426656878074, 112.4812427643356, 1.0, 4.085090380905647, 4.085090380905647, 171328.69057518282, 2.6924807107472556E-5, 146.60046119916132, 1.5133841554419935E-5, 2.198372901241062E-4, 2.798437324600119E-5, 40.76474730083216, 0.5975976231124962, -0.009833500919055414, -49.987, 150.527, 10491
0.0, 900.0, 1.2453648071974204, -0.012463503925323555, 0.06128343632734898, 20.0, 0.014097418373135336, 16.92649640520292, 3.655264786588338, 4.653085437777049E-4, 1.2418937331194568E-6, 6.270056361812074E14, 0.5172033837588911, 0.10633617604710269, -0.013923001174118474, 0.6592212748789196, 0.5912813835618767, 1.3734259376546507, 112.48099802882501, 1.0, 4.272233384736123, 4.272233384736123, 179177.468155833, 2.5745379668500894E-5, 146.5997386923888, 1.4546842886520542E-5, 2.1411530033167911E-4, 2.8001274249136945E-5, 40.76462269143277, 0.5974551289997514, -0.009833555331409624, -49.987, 150.527, 10491
0.0, 900.0, 1.3155905220543846, -0.013168714287905503, 0.06128343632734898, 20.0, 0.014097418373135336, 17.00927127044338, 3.655535619117733, 4.918970520424285E-4, 1.2253255422309845E-6, 6.527851881216858E14, 0.5140201405768482, 0.10581528406958501, -0.014224464694437361, 0.6682260038049354, 0.3205752195678936, 1.58704705651395, 112.4807394950025, 1.0, 4.472046890203898, 4.472046890203898, 187557.64657515148, 2.4595061516757143E-5, 146.59895363920717, 1.397236360747374E-5, 2.0844034307709454E-4, 2.801912830712667E-5, 40.76449105572912, 0.5973045999456055, -0.009833612816083212, -49.987, 150.5271, 10491
0.0, 900.0, 1.3897762420429134, -0.013913278787595821, 0.06128343632734898, 20.0, 0.014097418373135336, 17.09627848255876, 3.655821702012073, 5.20025506608401E-4, 1.2086929338121545E-6, 6.801062929628509E14, 0.5107776017563946, 0.1052917748603486, -0.014522513893034106, 0.6690183751873651, 0.3659664330270804, 1.4808791488906103, 112.48046638562711, 1.0, 4.685409981126631, 4.685409981126631, 196506.09460845092, 2.3475057425804947E-5, 146.5981473641156, 1.3411070015708098E-5, 2.0281999724181983E-4, 2.8037989160992366E-5, 40.76435199755312, 0.5971455829290191, -0.009833673546333006, -49.987, 150.5271, 10491
0.0, 900.0, 1.4681452705594045, -0.014699398449211303, 0.06128343632734898, 20.0, 0.014097418373135336, 17.187713608745153, 3.656123892713079, 5.49785465497961E-4, 1.1920150678757922E-6, 7.090543197681098E14, 0.5074779861276639, 0.10476648252151184, -0.014816621959241896, 0.6806551868587808, -0.2154987442618876, 1.9991871488913289, 112.48017787923084, 1.0, 4.9132610438901, 4.9132610438901, 206062.1681807508, 2.2386407933065188E-5, 146.5972738197935, 1.2863545889707234E-5, 1.9726147282440954E-4, 2.8057913588266527E-5, 40.76420509840203, 0.5969775993937323, -0.009833737706324338, -49.987, 150.5272, 10491
0.0, 900.0, 1.550933503005868, -0.015529398259976476, 0.06128343632734898, 20.0, 0.014097418373135336, 17.283779343556954, 3.6564430967219734, 5.812741987469706E-4, 1.175311036024344E-6, 7.397181777115475E14, 0.5041236704439435, 0.104240270820575, -0.015106277776514937, 0.6783001678497397, 0.11223612512028522, 1.6073319270028592, 112.47987310801302, 1.0, 5.156601317539598, 5.156601317539598, 216267.85925761075, 2.1329992224925746E-5, 146.5963740639374, 1.2330309424796124E-5, 1.9177165191000295E-4, 2.807896156477591E-5, 40.76404991617915, 0.5968001438091464, -0.009833805489163837, -49.987, 150.5272, 10491
0.0, 900.0, 1.6383901368490124, -0.01640573420450253, 0.06128343632734898, 20.0, 0.014097418373135336, 17.38468560985421, 3.656780270275938, 6.145950745736156E-4, 1.1585998339701436E-6, 7.721903104902291E14, 0.5007171944133141, 0.10371403264063317, -0.015390987654869112, 0.6822223051349451, -0.007168019702993982, 1.6631317373959522, 112.4795511552208, 1.0, 5.41649860235634, 5.41649860235634, 227167.9513828249, 2.0306524839630603E-5, 146.5954017684025, 1.1811795250754457E-5, 1.863569867638257E-4, 2.810119644975017E-5, 40.76388598386444, 0.5966126821511635, -0.009833877100375765, -49.987, 150.5272, 10491
