angle, time_diff, t, z, eps, Dh, Dv, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, distance_between_contrails, state_indicator, c1_esp, CCS, CCS_rest, V, V_rest, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
0.0, 900.0, 0.0, 0.0, 0.06125646820860727, 20.0, 0.014091016785085949, 15.384787559509277, 3.655319929122925, 0.0, 1.049803172593615E-6, 5.652E16, 0.47721525846830115, 0.10031936407167906, -0.01710920351684589, 0.6803708224059422, 0.9162206734614264, 0.4327456730468553, 37762.82394462192, 100.0, 1.0, 353.34322314529754, 353.34322314529754, 1.481921477871378E7, 1.481921477871378E7, 1.6949564674810796E-5, 146.4437743209165, 8.776610220053922E-6, 1.5294539316669132E-4, 2.853620062116768E-5, 40.76186344688173, 0.595060165192173, -0.009842360357473531, -49.9873, 150.5278, 10491
0.0, 900.0, 1.0, -0.009996159329846434, 0.06125646820860727, 20.0, 0.014091016785085949, 16.634052069844987, 3.659172832460008, 3.8508501296541207E-4, 1.049803172593615E-6, 5.598918534870585E16, 0.47721525846830115, 0.10031936407167906, -0.01710920351684589, 0.6803708224059422, 0.9162206734614264, 0.4327456730468553, 224.9638027056228, 1.0, 0.9541, 382.4378322408719, 378.84611949206385, 1.6039442684182167E7, 1.5888806251497157E7, 1.6546951158890762E-5, 146.43276844014, 8.776615897242292E-6, 1.5294533349292198E-4, 2.879042385486894E-5, 40.759989108395395, 0.5929167461907183, -0.009843213936679742, -49.9872, 150.5284, 10491
0.0, 900.0, 1.0563896734925413, -0.01056016272171019, 0.06125646820860727, 20.0, 0.014091016785085949, 16.701714738412758, 3.6593899755949453, 4.070265686022515E-4, 1.0692577013147463E-6, 5.598918534870585E16, 0.4815947999105504, 0.10091935590786169, -0.01682035115717749, 0.6948140001152466, -0.074494854235573, 1.4567963018294772, 224.96338749574198, 1.0, 0.9531, 384.01626930524776, 380.270693501342, 1.6105642334662091E7, 1.5948552885446284E7, 1.652680393576684E-5, 146.43215609812245, 9.273649053191966E-6, 1.5866650038048877E-4, 2.8804759548320832E-5, 40.75988341956029, 0.5927958894868324, -0.009843224926395663, -49.9872, 150.5285, 10491
0.0, 900.0, 1.1159591422616781, -0.011155991280773285, 0.06125646820860727, 20.0, 0.014091016785085949, 16.77289640925294, 3.6596193493659124, 4.3023172142799275E-4, 1.0702919911777124E-6, 5.5968721417923896E16, 0.4818253875119155, 0.10095137593151533, -0.016804757662951433, 0.6888950148257472, 0.5009940950074022, 0.8834094992625897, 224.9629488776203, 1.0, 0.9521, 385.6770958553414, 381.7673011623177, 1.6175297400173018E7, 1.6011320610747606E7, 1.6505729059467398E-5, 146.4315092262087, 9.300587263905183E-6, 1.5897360412717154E-4, 2.8819903635709855E-5, 40.75977177122856, 0.5926682183041909, -0.009843273711057837, -49.9872, 150.5285, 10491
0.0, 900.0, 1.1788877139248306, -0.01178544195323794, 0.06125646820860727, 20.0, 0.014091016785085949, 16.847765336200467, 3.659861641834636, 4.5477478229291384E-4, 1.0713769437942958E-6, 5.594702950622564E16, 0.4820670285438664, 0.10098497652038485, -0.016788375009236342, 0.6903631423947244, 0.39625628783090844, 0.9903868251210948, 224.9624855286712, 1.0, 0.9511, 387.42428544812293, 383.3391950672173, 1.6248574531694276E7, 1.6077245841119094E7, 1.648369387667439E-5, 146.4308040886434, 9.328899284150567E-6, 1.5929606063902642E-4, 2.8835901702964246E-5, 40.75965382737667, 0.5925333484450759, -0.009843325248699077, -49.9872, 150.5285, 10491
0.0, 900.0, 1.2453648071974204, -0.01245041326476529, 0.06125646820860727, 20.0, 0.014091016785085949, 16.926496405233856, 3.660117579675108, 4.8073460777595605E-4, 1.0725146580708875E-6, 5.5924040177652456E16, 0.4823201555076424, 0.10102022427872535, -0.016771167847880575, 0.69132693221849, 0.3014227999393361, 1.0876063255126507, 224.96199605765003, 1.0, 0.95, 389.26197232509094, 384.9897389403548, 1.6325647119314315E7, 1.614646965115848E7, 1.6460667014448057E-5, 146.43008220581657, 9.358651607645116E-6, 1.5963455892561849E-4, 2.88528019068323E-5, 40.75952923303613, 0.5923908740546358, -0.00984337969442977, -49.9872, 150.5286, 10491
0.0, 900.0, 1.3155905220543846, -0.013152911077080541, 0.06125646820860727, 20.0, 0.014091016785085949, 17.00927127047776, 3.6603879303292923, 5.081948979121404E-4, 1.0737073155616853E-6, 5.589968091395369E16, 0.48258521566856644, 0.10105718850847926, -0.016753099204762797, 0.6911977930221538, 0.297963218765978, 1.093608162347184, 224.961478990005, 1.0, 0.9488, 391.19445523052707, 386.72240834032317, 1.6406695452368306E7, 1.6219137805793153E7, 1.6436615227561695E-5, 146.42929782768996, 9.38990686648793E-6, 1.59989780628601E-4, 2.887065512023305E-5, 40.75939761322609, 0.5922403664010942, -0.00984343721324902, -49.9872, 150.5286, 10491
0.0, 900.0, 1.3897762420429134, -0.0138950546657973, 0.06125646820860727, 20.0, 0.014091016785085949, 17.096278482596958, 3.660673504281897, 5.372445154694153E-4, 1.074957107891386E-6, 5.587387609191604E16, 0.48286265463201916, 0.10109593896631736, -0.016734131549273806, 0.6861469211645985, 0.610057925635015, 0.7842222049746054, 224.96093277125422, 1.0, 0.9476, 393.22620111538595, 388.54079113425934, 1.6491906874779286E7, 1.6295400780170837E7, 1.641150727337303E-5, 146.428492235696, 9.422735849644343E-6, 1.6036245271662866E-4, 2.8889515083945356E-5, 40.75925857182481, 0.5920813725862057, -0.00984349797799046, -49.9872, 150.5286, 10491
0.0, 900.0, 1.4681452705594045, -0.014679083150905336, 0.06125646820860727, 20.0, 0.014091016785085949, 17.187713608787586, 3.660975157460648, 5.67977828672509E-4, 1.076266316165951E-6, 5.584654698140125E16, 0.4831529336955121, 0.10113654833022916, -0.0167142255610761, 0.6976171774628142, -0.9839530001684601, 2.3811193218661564, 224.96035575846167, 1.0, 0.9464, 395.3618487138307, 390.4485876699406, 1.658147593505806E7, 1.6375413766877308E7, 1.638531029623781E-5, 146.4276194282821, 9.457205774827678E-6, 1.6075329751165358E-4, 2.8909438569150516E-5, 40.75911169037833, 0.5919134141840181, -0.009843562172768635, -49.9872, 150.5287, 10491
0.0, 900.0, 1.550933503005868, -0.015507362285405961, 0.06125646820860727, 20.0, 0.014091016785085949, 17.283779343604085, 3.661293793768815, 6.004950793338414E-4, 1.0776372269846413E-6, 5.581761175716863E16, 0.48345651089637603, 0.10117908960015665, -0.01669334137349944, 0.6967562452838196, -0.6991101829266945, 2.0993516255653035, 224.95974621602605, 1.0, 0.9451, 397.6062119806104, 392.4496106630708, 1.66756045304668E7, 1.645933667120919E7, 1.6357993691000045E-5, 146.426720420212, 9.493392101727088E-6, 1.611630823141723E-4, 2.893048555133974E-5, 40.75895652684182, 0.5917359858025963, -0.009843629990617374, -49.9872, 150.5287, 10491
